Time,Amplitude,Label
0.0,0.006283143965558951,Freq_change
0.001,0.012566039883352607,Freq_change
0.002,0.018848439715408175,Freq_change
0.003,0.02513009544333748,Freq_change
0.004,0.03141075907812829,Freq_change
0.005,0.03769018266993454,Freq_change
0.006,0.0439681183178649,Freq_change
0.007,0.050244318179769556,Freq_change
0.008,0.056518534482024534,Freq_change
0.009,0.06279051952931337,Freq_change
0.01,0.06906002571440578,Freq_change
0.011,0.07532680552793272,Freq_change
0.012,0.08159061156815756,Freq_change
0.013,0.08785119655074317,Freq_change
0.014,0.09410831331851431,Freq_change
0.015,0.1003617148512149,Freq_change
0.016,0.10661115427525991,Freq_change
0.017,0.1128563848734817,Freq_change
0.018,0.11909716009486973,Freq_change
0.019,0.12533323356430426,Freq_change
0.02,0.1315643590922825,Freq_change
0.021,0.13779029068463805,Freq_change
0.022,0.14401078255225216,Freq_change
0.023,0.15022558912075706,Freq_change
0.024,0.15643446504023087,Freq_change
0.025,0.1626371651948836,Freq_change
0.026,0.16883344471273387,Freq_change
0.027,0.17502305897527604,Freq_change
0.028,0.18120576362713736,Freq_change
0.029,0.1873813145857246,Freq_change
0.03,0.19354946805086023,Freq_change
0.031,0.19970998051440703,Freq_change
0.032,0.20586260876988133,Freq_change
0.033,0.21200710992205465,Freq_change
0.034,0.21814324139654256,Freq_change
0.035,0.2242707609493812,Freq_change
0.036,0.23038942667659057,Freq_change
0.037,0.23649899702372468,Freq_change
0.038,0.2425992307954074,Freq_change
0.039,0.2486898871648548,Freq_change
0.04,0.25477072568338216,Freq_change
0.041,0.26084150628989694,Freq_change
0.042,0.26690198932037557,Freq_change
0.043,0.27295193551732516,Freq_change
0.044,0.2789911060392293,Freq_change
0.045,0.2850192624699761,Freq_change
0.046,0.2910361668282718,Freq_change
0.047,0.2970415815770349,Freq_change
0.048,0.30303526963277394,Freq_change
0.049,0.3090169943749474,Freq_change
0.05,0.3149865196553048,Freq_change
0.051,0.32094360980720954,Freq_change
0.052,0.32688802965494246,Freq_change
0.053,0.3328195445229866,Freq_change
0.054,0.33873792024529137,Freq_change
0.055,0.34464292317451706,Freq_change
0.056,0.350534320191259,Freq_change
0.057,0.35641187871325075,Freq_change
0.058,0.3622753667045457,Freq_change
0.059,0.3681245526846779,Freq_change
0.06,0.3739592057378004,Freq_change
0.061,0.37977909552180106,Freq_change
0.062,0.38558399227739654,Freq_change
0.063,0.3913736668372024,Freq_change
0.064,0.3971478906347806,Freq_change
0.065,0.40290643571366264,Freq_change
0.066,0.40864907473634904,Freq_change
0.067,0.41437558099328414,Freq_change
0.068,0.42008572841180625,Freq_change
0.069,0.4257792915650727,Freq_change
0.07,0.431456045680959,Freq_change
0.071,0.43711576665093294,Freq_change
0.072,0.4427582310389015,Freq_change
0.073,0.44838321609003223,Freq_change
0.074,0.4539904997395468,Freq_change
0.075,0.45957986062148787,Freq_change
0.076,0.4651510780774583,Freq_change
0.077,0.4707039321653325,Freq_change
0.078,0.47623820366793906,Freq_change
0.079,0.4817536741017153,Freq_change
0.08,0.4872501257253323,Freq_change
0.081,0.49272734154829156,Freq_change
0.082,0.4981851053394908,Freq_change
0.083,0.5036232016357608,Freq_change
0.084,0.5090414157503713,Freq_change
0.085,0.5144395337815064,Freq_change
0.086,0.5198173426207096,Freq_change
0.087,0.5251746299612956,Freq_change
0.088,0.530511184306734,Freq_change
0.089,0.5358267949789967,Freq_change
0.09,0.5411212521268758,Freq_change
0.091,0.5463943467342691,Freq_change
0.092,0.5516458706284302,Freq_change
0.093,0.556875616488188,Freq_change
0.094,0.5620833778521306,Freq_change
0.095,0.5672689491267565,Freq_change
0.096,0.5724321255945909,Freq_change
0.097,0.5775727034222676,Freq_change
0.098,0.5826904796685761,Freq_change
0.099,0.5877852522924731,Freq_change
0.1,0.5928568201610592,Freq_change
0.101,0.5979049830575188,Freq_change
0.102,0.6029295416890247,Freq_change
0.103,0.6079302976946055,Freq_change
0.104,0.6129070536529764,Freq_change
0.105,0.6178596130903343,Freq_change
0.106,0.6227877804881126,Freq_change
0.107,0.6276913612907005,Freq_change
0.108,0.6325701619131244,Freq_change
0.109,0.6374239897486896,Freq_change
0.11,0.6422526531765844,Freq_change
0.111,0.6470559615694442,Freq_change
0.112,0.6518337253008788,Freq_change
0.113,0.6565857557529565,Freq_change
0.114,0.6613118653236518,Freq_change
0.115,0.6660118674342517,Freq_change
0.116,0.67068557653672,Freq_change
0.117,0.6753328081210245,Freq_change
0.118,0.6799533787224192,Freq_change
0.119,0.6845471059286886,Freq_change
0.12,0.6891138083873485,Freq_change
0.121,0.6936533058128049,Freq_change
0.122,0.6981654189934726,Freq_change
0.123,0.7026499697988492,Freq_change
0.124,0.7071067811865475,Freq_change
0.125,0.7115356772092853,Freq_change
0.126,0.7159364830218311,Freq_change
0.127,0.7203090248879068,Freq_change
0.128,0.7246531301870467,Freq_change
0.129,0.7289686274214116,Freq_change
0.13,0.73325534622256,Freq_change
0.131,0.7375131173581739,Freq_change
0.132,0.7417417727387392,Freq_change
0.133,0.7459411454241821,Freq_change
0.134,0.7501110696304596,Freq_change
0.135,0.7542513807361038,Freq_change
0.136,0.7583619152887219,Freq_change
0.137,0.7624425110114479,Freq_change
0.138,0.7664930068093498,Freq_change
0.139,0.7705132427757893,Freq_change
0.14,0.7745030601987338,Freq_change
0.141,0.7784623015670235,Freq_change
0.142,0.7823908105765881,Freq_change
0.143,0.7862884321366189,Freq_change
0.144,0.7901550123756903,Freq_change
0.145,0.7939903986478353,Freq_change
0.146,0.797794439538571,Freq_change
0.147,0.8015669848708765,Freq_change
0.148,0.8053078857111219,Freq_change
0.149,0.8090169943749475,Freq_change
0.15,0.812694164433094,Freq_change
0.151,0.8163392507171839,Freq_change
0.152,0.8199521093254523,Freq_change
0.153,0.8235325976284275,Freq_change
0.154,0.8270805742745618,Freq_change
0.155,0.8305958991958126,Freq_change
0.156,0.8340784336131712,Freq_change
0.157,0.8375280400421417,Freq_change
0.158,0.840944582298169,Freq_change
0.159,0.8443279255020151,Freq_change
0.16,0.8476779360850831,Freq_change
0.161,0.8509944817946918,Freq_change
0.162,0.8542774316992952,Freq_change
0.163,0.8575266561936523,Freq_change
0.164,0.8607420270039436,Freq_change
0.165,0.8639234171928353,Freq_change
0.166,0.86707070116449,Freq_change
0.167,0.8701837546695257,Freq_change
0.168,0.8732624548099202,Freq_change
0.169,0.8763066800438637,Freq_change
0.17,0.8793163101905562,Freq_change
0.171,0.8822912264349533,Freq_change
0.172,0.8852313113324553,Freq_change
0.173,0.8881364488135446,Freq_change
0.174,0.8910065241883679,Freq_change
0.175,0.8938414241512637,Freq_change
0.176,0.8966410367852358,Freq_change
0.177,0.899405251566371,Freq_change
0.178,0.9021339593682028,Freq_change
0.179,0.9048270524660196,Freq_change
0.18,0.9074844245411169,Freq_change
0.181,0.9101059706849957,Freq_change
0.182,0.9126915874035028,Freq_change
0.183,0.9152411726209175,Freq_change
0.184,0.9177546256839811,Freq_change
0.185,0.9202318473658703,Freq_change
0.186,0.9226727398701148,Freq_change
0.187,0.925077206834458,Freq_change
0.188,0.9274451533346614,Freq_change
0.189,0.9297764858882513,Freq_change
0.19,0.932071112458211,Freq_change
0.191,0.934328942456612,Freq_change
0.192,0.9365498867481924,Freq_change
0.193,0.9387338576538741,Freq_change
0.194,0.9408807689542255,Freq_change
0.195,0.9429905358928644,Freq_change
0.196,0.9450630751798048,Freq_change
0.197,0.9470983049947443,Freq_change
0.198,0.9490961449902946,Freq_change
0.199,0.9510565162951535,Freq_change
0.2,0.9529793415172189,Freq_change
0.201,0.954864544746643,Freq_change
0.202,0.9567120515588305,Freq_change
0.203,0.9585217890173758,Freq_change
0.204,0.9602936856769431,Freq_change
0.205,0.9620276715860859,Freq_change
0.206,0.9637236782900097,Freq_change
0.207,0.9653816388332739,Freq_change
0.208,0.967001487762435,Freq_change
0.209,0.9685831611286311,Freq_change
0.21,0.9701265964901058,Freq_change
0.211,0.9716317329146739,Freq_change
0.212,0.9730985109821265,Freq_change
0.213,0.9745268727865771,Freq_change
0.214,0.9759167619387473,Freq_change
0.215,0.9772681235681935,Freq_change
0.216,0.9785809043254721,Freq_change
0.217,0.9798550523842469,Freq_change
0.218,0.9810905174433341,Freq_change
0.219,0.9822872507286886,Freq_change
0.22,0.9834452049953297,Freq_change
0.221,0.9845643345292053,Freq_change
0.222,0.985644595148998,Freq_change
0.223,0.986685944207868,Freq_change
0.224,0.9876883405951378,Freq_change
0.225,0.9886517447379141,Freq_change
0.226,0.9895761186026509,Freq_change
0.227,0.9904614256966512,Freq_change
0.228,0.9913076310695066,Freq_change
0.229,0.9921147013144779,Freq_change
0.23,0.9928826045698137,Freq_change
0.231,0.9936113105200084,Freq_change
0.232,0.9943007903969989,Freq_change
0.233,0.9949510169813002,Freq_change
0.234,0.99556196460308,Freq_change
0.235,0.9961336091431725,Freq_change
0.236,0.9966659280340299,Freq_change
0.237,0.9971589002606139,Freq_change
0.238,0.9976125063612252,Freq_change
0.239,0.9980267284282716,Freq_change
0.24,0.998401550108975,Freq_change
0.241,0.9987369566060175,Freq_change
0.242,0.9990329346781247,Freq_change
0.243,0.9992894726405892,Freq_change
0.244,0.9995065603657316,Freq_change
0.245,0.9996841892832999,Freq_change
0.246,0.999822352380809,Freq_change
0.247,0.9999210442038161,Freq_change
0.248,0.9999802608561371,Freq_change
0.249,1.0,Freq_change
0.25,0.9999802608561371,Freq_change
0.251,0.9999210442038161,Freq_change
0.252,0.999822352380809,Freq_change
0.253,0.9996841892832999,Freq_change
0.254,0.9995065603657316,Freq_change
0.255,0.9992894726405892,Freq_change
0.256,0.9990329346781247,Freq_change
0.257,0.9987369566060175,Freq_change
0.258,0.998401550108975,Freq_change
0.259,0.9980267284282716,Freq_change
0.26,0.9976125063612252,Freq_change
0.261,0.9971589002606139,Freq_change
0.262,0.9966659280340299,Freq_change
0.263,0.9961336091431725,Freq_change
0.264,0.99556196460308,Freq_change
0.265,0.9949510169813002,Freq_change
0.266,0.9943007903969989,Freq_change
0.267,0.9936113105200084,Freq_change
0.268,0.9928826045698137,Freq_change
0.269,0.9921147013144778,Freq_change
0.27,0.9913076310695066,Freq_change
0.271,0.9904614256966512,Freq_change
0.272,0.9895761186026509,Freq_change
0.273,0.988651744737914,Freq_change
0.274,0.9876883405951377,Freq_change
0.275,0.986685944207868,Freq_change
0.276,0.985644595148998,Freq_change
0.277,0.9845643345292053,Freq_change
0.278,0.9834452049953296,Freq_change
0.279,0.9822872507286886,Freq_change
0.28,0.9810905174433341,Freq_change
0.281,0.9798550523842469,Freq_change
0.282,0.9785809043254721,Freq_change
0.283,0.9772681235681934,Freq_change
0.284,0.9759167619387474,Freq_change
0.285,0.9745268727865771,Freq_change
0.286,0.9730985109821265,Freq_change
0.287,0.9716317329146739,Freq_change
0.288,0.9701265964901059,Freq_change
0.289,0.9685831611286312,Freq_change
0.29,0.9670014877624351,Freq_change
0.291,0.965381638833274,Freq_change
0.292,0.9637236782900097,Freq_change
0.293,0.9620276715860859,Freq_change
