Time,Amplitude,Label
0.0,0.0,Sag
0.001,0.06283143965558952,Sag
0.002,0.1256603988335261,Sag
0.003,0.18848439715408175,Sag
0.004,0.2513009544333748,Sag
0.005,0.3141075907812829,Sag
0.006,0.3769018266993454,Sag
0.007,0.439681183178649,Sag
0.008,0.5024431817976955,Sag
0.009,0.5651853448202453,Sag
0.01,0.6279051952931337,Sag
0.011,0.6906002571440578,Sag
0.012,0.7532680552793272,Sag
0.013,0.8159061156815756,Sag
0.014,0.8785119655074316,Sag
0.015,0.9410831331851431,Sag
0.016,1.003617148512149,Sag
0.017,1.0661115427525991,Sag
0.018,1.1285638487348169,Sag
0.019,1.1909716009486973,Sag
0.02,1.2533323356430426,Sag
0.021,1.315643590922825,Sag
0.022,1.3779029068463804,Sag
0.023,1.4401078255225217,Sag
0.024,1.5022558912075707,Sag
0.025,1.5643446504023086,Sag
0.026,1.626371651948836,Sag
0.027,1.6883344471273387,Sag
0.028,1.7502305897527604,Sag
0.029,1.8120576362713736,Sag
0.03,1.873813145857246,Sag
0.031,1.9354946805086024,Sag
0.032,1.9970998051440703,Sag
0.033,2.0586260876988134,Sag
0.034,2.1200710992205467,Sag
0.035,2.1814324139654255,Sag
0.036,2.242707609493812,Sag
0.037,2.303894266765906,Sag
0.038,2.3649899702372466,Sag
0.039,2.425992307954074,Sag
0.04,2.486898871648548,Sag
0.041,2.5477072568338217,Sag
0.042,2.6084150628989695,Sag
0.043,2.669019893203756,Sag
0.044,2.7295193551732515,Sag
0.045,2.789911060392293,Sag
0.046,2.850192624699761,Sag
0.047,2.910361668282718,Sag
0.048,2.970415815770349,Sag
0.049,3.030352696327739,Sag
0.05,3.090169943749474,Sag
0.051,3.1498651965530478,Sag
0.052,3.2094360980720955,Sag
0.053,3.2688802965494244,Sag
0.054,3.3281954452298663,Sag
0.055,3.3873792024529137,Sag
0.056,3.446429231745171,Sag
0.057,3.50534320191259,Sag
0.058,3.5641187871325073,Sag
0.059,3.622753667045457,Sag
0.06,3.681245526846779,Sag
0.061,3.7395920573780037,Sag
0.062,3.7977909552180105,Sag
0.063,3.8558399227739653,Sag
0.064,3.9137366683720245,Sag
0.065,3.971478906347806,Sag
0.066,4.029064357136626,Sag
0.067,4.086490747363491,Sag
0.068,4.143755809932841,Sag
0.069,4.2008572841180625,Sag
0.07,4.257792915650727,Sag
0.071,4.31456045680959,Sag
0.072,4.37115766650933,Sag
0.073,4.427582310389015,Sag
0.074,4.483832160900322,Sag
0.075,4.539904997395468,Sag
0.076,4.595798606214879,Sag
0.077,4.651510780774583,Sag
0.078,4.707039321653325,Sag
0.079,4.762382036679391,Sag
0.08,4.817536741017153,Sag
0.081,4.872501257253322,Sag
0.082,4.927273415482915,Sag
0.083,4.981851053394908,Sag
0.084,5.036232016357608,Sag
0.085,5.090414157503713,Sag
0.086,5.144395337815064,Sag
0.087,5.198173426207095,Sag
0.088,5.251746299612956,Sag
0.089,5.3051118430673405,Sag
0.09,5.358267949789966,Sag
0.091,5.411212521268758,Sag
0.092,5.463943467342691,Sag
0.093,5.516458706284302,Sag
0.094,5.568756164881879,Sag
0.095,5.620833778521305,Sag
0.096,5.672689491267565,Sag
0.097,5.724321255945909,Sag
0.098,5.775727034222676,Sag
0.099,5.826904796685762,Sag
0.1,5.877852522924732,Sag
0.101,5.9285682016105925,Sag
0.102,5.979049830575188,Sag
0.103,6.029295416890247,Sag
0.104,6.079302976946055,Sag
0.105,6.129070536529763,Sag
0.106,6.178596130903343,Sag
0.107,6.227877804881126,Sag
0.108,6.276913612907005,Sag
0.109,6.3257016191312445,Sag
0.11,6.374239897486897,Sag
0.111,6.422526531765844,Sag
0.112,6.470559615694443,Sag
0.113,6.518337253008788,Sag
0.114,6.565857557529565,Sag
0.115,6.613118653236518,Sag
0.116,6.660118674342517,Sag
0.117,6.7068557653672,Sag
0.118,6.7533280812102445,Sag
0.119,6.799533787224192,Sag
0.12,6.845471059286886,Sag
0.121,6.891138083873485,Sag
0.122,6.936533058128049,Sag
0.123,6.981654189934726,Sag
0.124,7.026499697988492,Sag
0.125,7.071067811865475,Sag
0.126,7.115356772092854,Sag
0.127,7.159364830218311,Sag
0.128,7.203090248879068,Sag
0.129,7.246531301870467,Sag
0.13,7.289686274214116,Sag
0.131,7.332553462225599,Sag
0.132,7.375131173581739,Sag
0.133,7.417417727387392,Sag
0.134,7.459411454241821,Sag
0.135,7.501110696304596,Sag
0.136,7.542513807361038,Sag
0.137,7.583619152887219,Sag
0.138,7.624425110114479,Sag
0.139,7.664930068093499,Sag
0.14,7.705132427757892,Sag
0.141,7.745030601987338,Sag
0.142,7.784623015670235,Sag
0.143,7.823908105765881,Sag
0.144,7.862884321366189,Sag
0.145,7.901550123756903,Sag
0.146,7.9399039864783525,Sag
0.147,7.97794439538571,Sag
0.148,8.015669848708765,Sag
0.149,8.053078857111219,Sag
0.15,8.090169943749475,Sag
0.151,8.12694164433094,Sag
0.152,8.163392507171839,Sag
0.153,8.199521093254523,Sag
0.154,8.235325976284274,Sag
0.155,8.270805742745619,Sag
0.156,8.305958991958125,Sag
0.157,8.340784336131712,Sag
0.158,8.375280400421417,Sag
0.159,8.40944582298169,Sag
0.16,8.443279255020151,Sag
0.161,8.47677936085083,Sag
0.162,8.509944817946918,Sag
0.163,8.54277431699295,Sag
0.164,8.575266561936523,Sag
0.165,8.607420270039437,Sag
0.166,8.639234171928353,Sag
0.167,8.6707070116449,Sag
0.168,8.701837546695257,Sag
0.169,8.732624548099201,Sag
0.17,8.763066800438637,Sag
0.171,8.793163101905563,Sag
0.172,8.822912264349533,Sag
0.173,8.852313113324552,Sag
0.174,8.881364488135446,Sag
0.175,8.910065241883679,Sag
0.176,8.938414241512637,Sag
0.177,8.966410367852358,Sag
0.178,8.994052515663709,Sag
0.179,9.021339593682029,Sag
0.18,9.048270524660197,Sag
0.181,9.07484424541117,Sag
0.182,9.101059706849956,Sag
0.183,9.126915874035028,Sag
0.184,9.152411726209175,Sag
0.185,9.177546256839811,Sag
0.186,9.202318473658703,Sag
0.187,9.226727398701147,Sag
0.188,9.250772068344581,Sag
0.189,9.274451533346614,Sag
0.19,9.297764858882513,Sag
0.191,9.32071112458211,Sag
0.192,9.34328942456612,Sag
0.193,9.365498867481923,Sag
0.194,9.38733857653874,Sag
0.195,9.408807689542254,Sag
0.196,9.429905358928645,Sag
0.197,9.450630751798048,Sag
0.198,9.470983049947444,Sag
0.199,9.490961449902946,Sag
0.2,9.510565162951535,Sag
0.201,9.529793415172188,Sag
0.202,9.548645447466429,Sag
0.203,9.567120515588305,Sag
0.204,9.585217890173759,Sag
0.205,9.60293685676943,Sag
0.206,9.620276715860859,Sag
0.207,9.637236782900096,Sag
0.208,9.65381638833274,Sag
0.209,9.67001487762435,Sag
0.21,9.68583161128631,Sag
0.211,9.701265964901058,Sag
0.212,9.716317329146738,Sag
0.213,9.730985109821265,Sag
0.214,9.74526872786577,Sag
0.215,9.759167619387473,Sag
0.216,9.772681235681935,Sag
0.217,9.785809043254721,Sag
0.218,9.798550523842469,Sag
0.219,9.81090517443334,Sag
0.22,9.822872507286887,Sag
0.221,9.834452049953297,Sag
0.222,9.845643345292054,Sag
